ID,B,C,D,rB,rC,rD,value
40036,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.933
40050,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,0.868
40060,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.048
40062,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.6,0.3,0.1,0.071
40068,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.059
40070,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.067
40211,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.2,0.4,0.773
40212,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.71
40360,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.7
41050,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.98
41332,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.82
41632,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.95
41797,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.881
41798,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.935
41799,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.947
41944,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.76
42434,*CCC(=O)OCCCCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,0.95
42824,*CCC(=O)OCCCCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,1.02
42872,*CCC(=O)OCCCCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,0.92
43084,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,1.007
43132,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.142
43134,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.6,0.3,0.1,0.73
43324,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.973
43372,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.592
43522,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.887333333
43660,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.936
43861,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.933
43863,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.207
43869,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.1,0.3,0.865
43871,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.092
43906,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.069
43908,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.071
43909,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.064
43910,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.071
43911,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.064
43917,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.1,0.3,0.458
43918,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.064
43919,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.067
43952,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.945333333
44100,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.275
44101,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.668
44102,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.068
44103,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.438
44247,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.146
44255,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.067
44391,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.448
44543,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.747
44882,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,1.005333333
45100,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.962666667
46538,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.2,0.6,0.2,0.986333333
47330,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,0.992666667
47772,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCCCCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,1.027666667
48418,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.951666667
48450,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,0.938
48628,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.877666667
48802,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1cccc(CN)c1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,0.920333333
49284,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.903
49432,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.63
49616,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.889
49623,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.061
49767,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.893
49909,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.942
50000,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.925
50243,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.2,0.4,0.808
50244,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.63
50245,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.667
50336,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.33
51542,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.132
51543,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.056
51550,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.154
51588,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.085
51590,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.082
51804,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.39
51814,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.104
51815,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.229
51836,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.785
51838,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.067
52324,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.892
52332,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.478
52340,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.525
52348,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.967
52350,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(O)CO,0.6,0.3,0.1,0.932
52356,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.071
52358,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.063
52359,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.81
52548,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.63
52643,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.2,0.4,0.349
52644,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.531
54968,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,1.06
55308,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.870666667
55430,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.741
55688,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,0.897333333
55689,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.4,0.4,0.905
55690,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.895
55691,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.2,0.4,0.811666667
55692,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.953
55693,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.6,0.1,0.3,0.907333333
55694,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.6,0.3,0.1,0.88
55695,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.8,0.1,0.1,0.820666667
56102,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.051
56103,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.052
56148,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.063
56150,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.069
56151,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.062
56159,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.068
56196,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.069
